id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,adrs_codeinsee,codepostal,commune,siteweb,autorisation_web,etat
W451000431,,2008-06-14,2010-01-23,GATINAIS BIOGAZ,GATINAIS BIOGAZ,023045,000000,GDA de Château-Renard/Ferrières 4   RUE de Château-Renard  ,45097,45220,Chuelles,,0,D
W451000432,,2008-06-14,,DEVELOPPEMENT DES CULTURES INNOVANTES DE BIOMASSE DANS L'EST DU LOIRET : DECIBEL,DECIBEL,023045,000000,GDA de Châtillon-Coligny 29   RUE Jean-Jaurès  ,45085,45230,Châtillon-Coligny,,0,A
W451000433,,1975-06-10,2018-10-17,LES P'TITS LOUSTICS ASSOCIATION PARENTS D'ELEVES,LES P'TITS LOUSTICS ASSOCIATION PAREN,015005,000000,Mairie  ,45087,45360,Châtillon-sur-Loire,,0,D
W451000434,,1957-11-29,,LA LADONNAISE,LA LADONNAISE,013005,000000,Mairie  ,45178,45270,Ladon,,0,A
W451000435,,1948-05-19,,AMICALE DES SAPEURS-POMPIERS DU SIVU DE CORBEILLES,AMICALE DES SAPEURS-POMPIERS DU SIV...,036510,000000,3  ALL de Pampou  ,45103,45490,Corbeilles,,0,A
W451000436,,1988-04-20,,ASSOCIATION MAROCAINE DE CHALETTE,ASSOCIATION MAROCAINE DE CHALETTE,011005,003045,16  RUE Guillaume de Machaut  ,45068,45120,Châlette-sur-Loing,,0,A
W451000437,,1970-10-28,,ASSOCIATION SPORTIVE DU COLLEGE PAUL ELUARD,ASSOCIATION SPORTIVE DU COLLEGE PAUL E,011010,000000,28  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,,0,A
W451000438,,2002-04-27,,ALCOOL ECOUTE JOIE ET SANTE DU LOIRET,ALCOOL ECOUTE JOIE ET SANTE DU LOIRET,018030,000000, ,45178,45270,Ladon,,0,A
W451000439,,1977-08-03,,LE RENOUVEAU - DES CHRETIENS DU LOIRET A VOTRE RENCONTRE,LE RENOUVEAU-,040000,000000,5  PL du Chateau  ,45155,45500,Gien,,0,A
W451000440,,1986-06-04,,LE CLUB DES CHIFFRES ET DES LETTRES DE MONTARGIS,LE CLUB DES CHIFFRES ET DES LETTRES...,007005,000000,Maison des Associations 36  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,,0,A
W451000441,,2008-06-14,2010-11-18,LAZ ALE,LAZ ALE,007080,000000,   la ferme de la Boissotte  ,45323,45420,Thou,,0,D
W451000442,,1989-03-01,,CIDFF LOIRET MONTARGIS GIEN,CIDFF LOIRET MONTARGIS GIEN,019005,000000,31  AV Chautemps  ,45208,45200,Montargis,,0,A
W451000443,,1996-05-29,,L'ARTSCENE,L'ARTSCENE,030005,000000,Mairie    rue de l'Hôtel de ville  ,45087,45360,Châtillon-sur-Loire,,0,A
W451000444,,1991-06-19,,AMICALE DES RETRAITES D'OUSSON SUR LOIRE,AMICALE DES RETRAITES D'OUSSON SUR...,021020,000000,Mairie  ,45238,45250,Ousson-sur-Loire,,0,A
W451000445,,1990-03-21,,EMPLOI GATINAIS,SEG,019020,000000,23  FAUB de Montargis  ,45085,45230,Châtillon-Coligny,www.seg45.fr,0,A
W451000446,,2007-05-19,,GYM ET LOISIRS,GYM ET LOISIRS,011000,011105,Mairie  ,45212,45700,Montcresson,,0,A
W451000447,,1990-04-18,,CLUB SAINT FIRMINOIS,CLUB SAINT FIRMINOIS,021020,000000,Mairie  ,45275,45220,Saint-Firmin-des-Bois,,0,A
W451000448,,,,FAMILLES RURALES - ASSOCIATION DE COULLONS,FAMILLES RURALES - ASSOCIATION DE C...,019005,000000,Mairie  ,45108,45720,Coullons,,0,A
W451000449,,1984-07-08,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie 1  RUE de Briare  ,45060,45230,La Bussière,,0,A
W451000450,,,,ASSOCIATION FAMILIALE RURALE DE LORRIS,ASSOCIATION FAMILIALE RURALE DE LOR...,019005,000000,Mairie  ,45187,45260,Lorris,,0,A
W451000451,,1955-12-29,2011-06-23,ASSOCIATION SPORTIVE CHATILLONNAISE,ASSOCIATION SPORTIVE CHATILLONNAISE,011005,000000,mairie      ,45085,45230,Châtillon-Coligny,,0,D
W451000452,,1990-09-26,,ASSOCIATION DES RESSORTISSANTS DU VILLAGE DE BANADJI EN FRANCE,ASSOCIATION DES RESSORTISSANTS DU V...,024035,003015,Bât C 6  AV de la Baronne  ,06029,06400,Cannes,,0,A
W451000453,,1982-02-18,,ASSOCIATION DE CHASSE DE LA BROSSARDERIE,ASSOCIATION DE CHASSE DE LA BROSSAR...,013005,000000,la gacherie - Bois joli  ,45155,45500,Gien,,0,A
W451000454,,2008-07-12,2013-12-31,LE LIEN,LE LIEN,014035,000000,Mairie      ,45180,45290,Langesse,,0,D
W451000455,,1948-03-08,,LES AMIS DE L'ECOLE,LES AMIS DE L'ECOLE,015025,000000,Salle associative de la maire   RUE d'Eichthal - BP 9  ,45278,45230,Sainte-Geneviève-des-Bois,,0,A
W451000456,,,,COMITE DES FETES,COMITE DES FETES,009030,000000,13  RUE du Moulin Crosnier  ,45187,45260,Lorris,,0,A
W451000457,44792263400012,1977-05-26,,TWIRLING SPORT EN GATINAIS,TWIRLING SPORT EN GATINAIS,009045,000000,Mairie  ,45208,45200,Montargis,http://twirling.montargis.free.fr,0,A
W451000458,,1990-06-20,,FORMATION-ACCUEIL-PROMOTION,FORMATION-ACCUEIL-PROMOTION,030005,019020,25  RUE Jean jaurès  ,45208,45200,Montargis,,0,A
W451000459,,1967-06-17,,SPORTS ET LOISIRS DE PAUCOURT,SPORTS ET LOISIRS DE PAUCOURT,011005,000000,Mairie  ,45249,45200,Paucourt,,0,A
W451000460,,2001-08-11,,AMICALE D'ANIMATION DU CENTRE DES CIGOGNES,AMICALE D'ANIMATION DU CENTRE DES ...,017130,000000,5  RUE des cigognes  ,45155,45500,Gien,,0,A
W451000461,,,2008-01-24,ASSEMBLEE DU PLEIN EVANGILE DE LA REGION MONTARGOISE,ASSEMBLEE DU PLEIN EVANGILE DE LA R...,040000,000000,   les pentes de la chapelle  ,45076,45210,la Chapelle-Saint-Sépulcre,,0,D
W451000462,,2004-01-31,2019-01-27,LENDEMAINS SOLEIL,LENDEMAINS SOLEIL,018050,020000,178  RTE d'Orléans  ,45155,45500,Gien,,0,D
W451000463,,2008-07-12,,GROUPEMENT DE DEFENSE DE GIENNOIS VICTIMES D'ESCROQUERIES,GROUPEMENT DE DEFENSE DE GIENNOIS V...,003040,000000,47  RUE du petit caillou  ,45254,45500,Poilly-lez-Gien,,0,A
W451000464,78863385700016,1990-07-25,,AIR ET ESPACE,AIR ET ESPACE,011135,000000,2  RUE de l'esplanade  ,45115,45320,Courtenay,https://airetespace.forumactif.com/,0,A
W451000465,,1956-03-04,,GROUPEMENT DE DEVELOPPEMENT AGRICOLE DE VARENNES-LORRIS,GDA DE VARENNES-LORRIS,030005,000000,CHEM1 de la Ferme du Chesnoy  ,45004,45200,Amilly,,0,A
W451000466,,1970-07-19,2016-06-30,ASSOCIATION DES PROFESSEURS ANCIENS PROFESSEURS ET AMIS DE L'ECOLE SAINT LOUIS,ASSOCIATION DES PROFESSEURS ANCIENS...,015075,000000,Le Chateau  ,45208,45200,Montargis,,0,D
W451000467,,2003-06-07,,ASSOCIATION LOCALE ADMR DU GIENNOIS,ASSOCIATION LOCALE ADMR DU GIENNOIS,019000,000000,5  RUE des cigognes  ,45155,45500,Gien,,0,A
W451000468,,,2017-07-02,ASSOCIATION DES REFRACTAIRES ET MAQUISARDS DE FRANCE,ASSOCIATION DES REFRACTAIRES ET MAQ...,038105,000000,11  RUE Gambetta  ,45187,45260,Lorris,,0,D
W451000469,,1981-10-22,,CONFEDERATION ISLAMIQUE MILLI GORÜS DE MONTARGIS (CIMG MONTARGIS),CONFEDERATION ISLAMIQUE MILLI GORÜS,003045,006000,20  RUE des Ecoles  ,45068,45120,Châlette-sur-Loing,,0,A
W451000470,,2003-08-16,,MAISON DE PAYS,MAISON DE PAYS,020000,000000,29   grande rue  ,45040,45420,Bonny-sur-Loire,www.maisondepaysdebonny.fr,0,A
W451000471,,2004-12-25,,CONFRERIE DE SAINT VINCENT,CONFRERIE DE SAINT VINCENT,024000,000000,Mairie   PL de la Liberté  ,45238,45250,Ousson-sur-Loire,,0,A
W451000472,,2002-06-15,,CERCLE PHILOSOPHIQUE ET CULTUREL 'LE POINT DU JOUR',CERCLE PHILOSOPHIQUE ET CULTUREL '...,016050,000000,11 bis  RUE du devidet  ,45208,45200,Montargis,,0,A
W451000473,,1979-07-21,,CENTRE UNIVERSITAIRE DU TEMPS LIBRE HENRIET ROUARD,CENTRE UNIVERSITAIRE DU TEMPS LIBRE...,021020,000000,6  RUE Henriet Rouard  ,45208,45200,Montargis,,0,A
W451000474,,,,LA FRATERNELLE NOGENTAISE,LA FRATERNELLE NOGENTAISE,011005,000000,Mairie 17 bis  RUE Aristide Briand  ,45229,45290,Nogent-sur-Vernisson,,0,A
W451000475,,,,CENTRE SOCIO CULTUREL,CENTRE SOCIO CULTUREL,009005,000000,SQ Pierre-Armand Thiebaut  ,45053,45250,Briare,,0,A
W451000476,,2008-07-12,,SOCIETE DE CHASSE GRAND GIBIER AIRE NATURELLE DE COURJANVIER,SOCIETE DE CHASSE GRAND GIBIER AIRE...,013005,000000,Courjanvier  ,45036,45290,Boismorand,,0,A
W451000477,,,2017-03-21,OFFICE DE TOURISME - SYNDICAT D'INITIATIVE,OFFICE DE TOURISME - SYNDICAT D'IN...,034240,000000,1  PL Charles de Gaulle  ,45053,45250,Briare,,0,D
W451000478,,,2008-06-13,CERCLE DEMERSAY BELLEGARDE FOOTBALL,CERCLE DEMERSAY BELLEGARDE FOOTBALL,011005,000000,Mairie  ,45031,45270,Bellegarde,,0,D
W451000479,,1998-07-25,2008-06-13,UNION SPORTIVE FOOT-BALL DE LADON (LOIRET),UNION SPORTIVE FOOT-BALL DE LADON (...,011075,000000,Mairie  ,45178,45270,Ladon,,0,D
W451000480,,2008-07-12,,BELLEGARDE/LADON FOOTBALL CLUB,BELLEGARDE/LADON FOOTBALL CLUB,011075,000000,Mairie  ,45031,45270,Bellegarde,,0,A
W451000481,,1999-01-30,,ASSOCIATION DES CROQUEURS DE POMMES DU BOCAGE GATINAIS,ASSOCIATION DES CROQUEURS DE POMMES...,023020,000000,Mairie  ,45004,45200,Amilly,,0,A
W451000482,,1996-01-24,2020-05-31,LES JARDINS D'AGREMENT,LES JARDINS D'AGREMENT,007000,000000,Mairie  ,45004,45200,Amilly,,0,D
W451000483,,2008-09-20,,LE GATINAIS VU AUTREMENT,LE GATINAIS VU AUTREMENT,034000,000000,64bis  RUE Lazare Carnot  ,45068,45120,Châlette-sur-Loing,,0,A
W451000484,,1988-08-17,,AMICALE SPORTIVE DE DOUCHY,AMICALE SPORTIVE DE DOUCHY,011005,000000,Mairie  ,45129,45220,Douchy,,0,A
W451000485,,1994-10-19,,ASSOCIATION INTERMEDIAIRE GATINAIS EMPLOI,ASSOCIATION INTERMEDIAIRE GATINAIS ...,030005,000000,Mairie  ,45145,45210,Ferrières,,0,A
W451000486,,1984-11-08,,ASSOCIATION SPORTS ET LOISIRS DE LES CHOUX,ASSOCIATION SPORTS ET LOISIRS DE LE...,011005,000000,Mairie 5  RUE de la Poste  ,45096,45290,Les Choux,,0,A
W451000487,,1951-08-09,,ASSOCIATION SPORTIVE,ASSOCIATION SPORTIVE,011005,000000,Mairie    rue du Château  ,45103,45490,Corbeilles,,0,A
W451000488,,1993-08-25,,THEATRE-PASSION EN VALLEE DU BETZ,THEATRE-PASSION EN VALLEE DU BETZ,006000,006070,Mairie  ,45127,45680,Dordives,,0,A
W451000489,,,,LES HISTRIONS,LES HISTRIONS,007000,006070,Mairie  ,45016,45500,Autry-le-Châtel,,0,A
W451000490,,2008-07-12,,DEUCH AVENTURE,DEUCH AVENTURE,007030,000000,18  RTE de gien  ,45280,45500,Saint-Gondon,,0,A
W451000491,,2008-07-12,2015-03-01,DOMO AFRICA MONTARGOIS,DOMO AFRICA MONTARGOIS,014040,000000,67 bis  RUE Robert Cholet  ,45068,45120,Châlette-sur-Loing,,0,D
W451000492,,2003-02-15,,LES TERRITOIRES DE L'ART,LES TERRITOIRES DE L'ART,006000,000000,40 bis  RUE Lazare Carnot  ,45068,45120,Châlette-sur-Loing,,0,A
W451000493,,1920-09-18,2019-06-30,CERCLE LAIQUE,CERCLE LAIQUE,007035,000000,Mairie  ,45040,45420,Bonny-sur-Loire,,0,D
W451000494,,2008-02-27,,L'AMICALE MANDORAISE,AMICALE DES EMPLOYES MUNICIPAUX ET ...,023000,000000,Mairie 1 bis  AV de la Libération  ,45338,45700,Villemandeur,,0,A
W451000495,,1983-11-17,2019-01-08,AMNESTY INTERNATIONAL GROUPE 16O DU GIENNOIS MONTARGOIS,AMNESTY INTERNATIONAL GROUPE 160 DU,001005,000000,Maison des associations 32  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,,0,D
W451000496,,1979-06-07,2014-06-06,ASSOCIATION SPORTIVE DE SAINT GERMAIN DES PRES,ASSOCIATION SPORTIVE DE SAINT GERMA...,011005,000000,Mairie  ,45279,45220,Saint-Germain-des-Prés,,0,D
W451000497,,2008-07-12,2013-12-30,GROUPEMENT D'EMPLOYEURS DUMEZ - NOUVELLON,GROUPEMENT D'EMPLOYEURS DUMEZ - NO...,014035,000000,Le Gazon  ,45085,45230,Châtillon-Coligny,,0,D
W451000498,,1971-04-06,,ASSOCIATION D'AIDE A DOMICILE AUX PERSONNES AGEES DE BRIARE,ASSOCIATION D'AIDE A DOMICILE AUX ...,017025,000000,Mairie  ,45053,45250,Briare,,0,A
W451000499,,2008-07-12,,UNION SPORTIVE DE SAINT MAURICE SUR AVEYRON,U S S M A,011075,000000,Mairie  ,45292,45230,Saint-Maurice-sur-Aveyron,,0,A
W451000500,,1990-12-05,2011-06-25,COMITE FEDERATIF POUR LA MISE A DEUX FOIS DEUX VOIES DE LA NATIONALE 60 ENTRE COURTENAY ET CHATEAUNEUF/LOIRE,COMITE FEDERATIF POUR LA MISE A DEU...,030005,024035,Mairie  ,45156,45120,Girolles,,0,D
W451000501,,2008-08-02,,L'INSPIR,L'INSPIR,006020,000000,17  BD du Chinchon  ,45208,45200,Montargis,,0,A
W451000502,,1999-09-25,,MOUVEMENT DES ENTREPRISES DU PAYS GIENNOIS (MEPAG),MEPAG,014000,000000,14  RUE de la Bosserie  ,45155,45500,Gien,www.mepag.fr,0,A
W451000503,,1901-07-01,2010-03-30,FEDERATION DEPARTEMENTALE DES MAISONS DE JEUNES ET DE LA CULTURE ET DES ASSOCIATIONS D'EDUCATION POPULAIRE,FEDERATION DEPARTEMENTALE DES MAISO...,009005,000000,10ter  RUE Jodon  ,45338,45700,Villemandeur,,0,D
W451000504,,1990-02-07,2010-05-29,ASSOCIATION DE PROTECTION INTERCOMMUNALE DU GATINAIS EST (A.P.I.G.E.),ASSOCIATION DE PROTECTION INTERCOMM...,024035,000000, ,45113,45320,Courtemaux,,0,D
W451000505,,2008-08-02,,SPORT ET AMITIE MONTCORBON,SPORT ET AMITIE MONTCORBON,011115,000000,mairie      ,45129,45220,Montcorbon,,0,A
W451000506,,2008-08-02,2008-12-11,STUDIO ROCK-SALSA,STUDIO ROCK-SALSA,006040,000000,les milons  ,45115,45320,Courtenay,,0,D
W451000507,,2008-08-02,2011-10-06,LOISIRS ET PASSIONS,L ET P,007030,000000,1  ALL des Salamandres  ,45115,45320,Courtenay,,1,D
W451000508,,2003-05-10,,ASSOCIATION DES FAMILLES D'ACCUEIL DU LOIRET POUR L'ENFANCE - AFALPE,ASSOCIATION DES FAMILLES D'ACCUEIL...,019005,000000,Les Joigneaux  ,45115,45320,Courtenay,,0,A
W451000509,,1971-09-07,,GIEN A.V.F. ACCUEIL,GIEN A.V.F. ACCUEIL,030005,000000,4 rue Marius Raimbault  ,45155,45500,Gien,,0,A
W451000510,,1972-04-30,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie  ,45016,45500,Autry-le-Châtel,,0,A
W451000511,,1972-05-18,2022-09-08,SYNDICAT D'INITIATIVE,SYNDICAT D'INITIATIVE,034240,000000,Mairie  ,45016,45500,Autry-le-Châtel,,0,D
W451000512,,1975-08-21,,ASSOCIATION D'AIDE A DOMICILE AUX PERSONNES AGEES ET HANDICAPEES DU CANTON DE LORRIS >> A D A P A UNA LORRIS,ASSOCIATION D'AIDE A DOMICILE AUX P..,017075,000000,7 route de la forêt  ,45187,45260,Lorris,,0,A
W451000513,,1983-02-11,,ROTARY CLUB DE GIEN SULLY-SUR-LOIRE,ROTARY CLUB DE GIEN SULLY-SUR-LOIRE,007035,000000,Hôtel du Rivage 1  QUAI de Nice  ,45155,45500,Gien,,0,A
W451000514,,1995-04-05,2016-01-04,TRAINEAU PULKA CLUB DU LOIRET,TRAINEAU PULKA CLUB DU LOIRET,007045,000000,130  RTE de Presnoy  ,45092,45700,Chevillon-sur-Huillard,,0,D
W451000515,,1983-08-24,2011-03-08,ASSOCIATION DE SOINS DU GATINAIS,ASSOCIATION DE SOINS DU GATINAIS,017145,000000,1 rue Jean Jacquemain  ,45145,45210,Ferrières,,0,D
W451000516,,2008-08-02,,LA SOURIS DE MONTCRESSON,LA SOURIS DE MONTCRESSON,006000,000000,21  RUE des Vignes ,45212,45700,Montcresson,,0,A
W451000517,,1952-06-20,,ASSOCIATION D'EDUCATION POPULAIRE LA MARTINE,ASSOCIATION D'EDUCATION POPULAIRE ...,009025,000000,1 rue grande  ,45245,45250,Ouzouer-sur-Trézée,,0,A
W451000518,,1984-01-08,,ASSOCIATION SPORTIVE LA BUSSIERE ADON (A.S.B.A.),ASSOCIATION SPORTIVE LA BUSSIERE AD...,011005,000000,route de Briare  ,45060,45230,La Bussière,,0,A
W451000519,,1972-10-08,2015-01-07,JUDO CLUB,JUDO CLUB,011145,000000,gymnase municipal  ,45229,45290,Nogent-sur-Vernisson,,0,D
W451000520,,1972-04-18,,ADAPAGE CHATEAU-RENARD,ADAPAGE CHATEAU-RENARD,019000,018050,278  RTE de Gy les Nonains  ,45083,45220,Château-Renard,,0,A
W451000521,,1959-03-11,,LIONS CLUB DE MONTARGIS RIVES DU LOING,LIONS CLUB DE MONTARGIS RIVES DU LO...,007035,000000,54  PL de la République  ,45208,45200,Montargis,www.lionsmontargis.org,0,A
W451000522,,2000-07-01,,REGROUPEMENT INTER-CLUBS DU GATINAIS,REGROUPEMENT INTER-CLUBS DU GATINAIS,011165,000000,Mairie  ,45115,45320,Courtenay,,0,A
W451000523,,2003-09-06,,BILLARD CLUB BRIAROIS - BCB,BILLARD CLUB BRIAROIS - BCB,007005,000000,Chateau de Trousse Barriere  ,45053,45250,Briare,,0,A
W451000524,,,,SOCIETE MUSICALE DE PANNES,SOCIETE MUSICALE DE PANNES,006030,000000,Mairie  ,45247,45700,Pannes,,0,A
W451000525,,1996-02-21,,LE PETIT MILLERON,LE PETIT MILLERON,011400,000000,La Grande Hatonniere  ,45002,45230,Aillant-sur-Milleron,,0,A
W451000526,,,,AMICALE DES SAPEURS POMPIERS,AMICALE DES SAPEURS POMPIERS,036510,000000,Mairie  ,45332,45290,Varennes-Changy,,0,A
W451000527,,2008-08-02,,MILLE PATTES,MILLE PATTES,015000,000000,Mairie  ,45329,45220,Triguères,,0,A
W451000528,,2008-08-02,,AMICALE FOOTBALL DE NEVOY,AMICALE FOOTBALL DE NEVOY,011075,000000,Mairie  ,45227,45500,Nevoy,,0,A
W451000529,,2008-08-02,2010-04-30,LES COMNAILLES,LES COMNAILLES,030000,000000,Mairie  ,45121,45230,Dammarie-sur-Loing,,0,D
W451000530,,2005-04-02,,CKMVL - CANOE KAYAK MONTARGOIS ET VALLEE DU LOING,CKMVL - CANOE KAYAK MONTARGOIS ET V...,011095,000000,Piscine des Closiers  ,45208,45200,Montargis,,0,A
W451000531,,1988-03-23,,MISSION EVANGELIQUE DES TZIGANES DE FRANCE 'VIE ET LUMIERE',MISSION EVANGELIQUE DES TZIGANES DE...,040000,000000,Les Petites Brosses  ,45227,45500,Nevoy,,0,A
W451000532,,1979-03-04,,LES AMIS DES QUATRE SAISONS,LES AMIS DES QUATRE SAISONS,019010,000000,3  RUE de Crowborough  ,45208,45200,Montargis,,0,A
W451000533,,2008-09-13,2016-11-10,ECO-LOGIQUES (LOIRE ET CANAL),ECO-LOGIQUES (LOIRE ET CANAL),030050,000000,21  RUE Domaine de Beauvoir  ,45053,45250,Briare,,0,D
W451000534,,2008-09-13,,ASSOCIATION MONTCRESSONNAISE DE FOOTBALL LOISIRS,ASSOCIATION MONTCRESSONNAISE DE FOO...,011075,000000,3   RUE de Verdun  ,45212,45700,Montcresson,,0,A
W451000535,,1961-02-05,,OFFICE DE TOURISME - SYNDICAT D'INITIATIVE - COMITE DES FETES DE COURTENAY,OFFICE DE TOURISME - SYNDICAT D'IN...,034240,000000,5  RUE du Mail  ,45115,45320,Courtenay,,0,A
W451000536,,2004-01-10,,LIONS CLUB DE MONTARGIS GATINAIS,LIONS CLUB DE MONTARGIS GATINAIS,020000,000000,12  RUE Franklin Roosevelt  ,45208,45200,Montargis,www.lions103.centre.org,0,A
W451000537,,1996-07-03,,"TROUPE ""COUP DE THEATRE"" DE SAINT GERMAIN DES PRES",TROUPE COUP DE THEATRE,006070,000000,Mairie  ,45279,45220,Saint-Germain-des-Prés,,0,A
W451000538,,1996-12-18,2008-02-12,AGATHE,AGATHE,017145,000000,658  RUE des Bourgoins  BP 725 ,45004,45200,Amilly,,0,D
W451000539,,2001-11-17,2019-01-01,BOXING CLUB DE PANNES,BOXING CLUB DE PANNES,011145,000000,250  RUE Marcel Donette  ,45247,45700,Pannes,,0,D
W451000540,,2001-10-20,2014-12-15,ROTARY CLUB DE MONTARGIS-GIRODET,ROTARY CLUB DE MONTARGIS-GIRODET,007035,000000,2  PL Victor-Hugo  ,45208,45200,Montargis,,0,D
W451000541,,1996-09-25,,ASSOCIATION DE DEFENSE DES RIVERAINS DU QUARTIER DES SABLONS A  VILLEMANDEUR,ASSOCIATION DE DEFENSE DES RIVERAIN...,024000,000000,19  RUE des Déportés  ,45338,45700,Villemandeur,,0,A
W451000542,,2008-09-13,,L'ETANG DU RENARD,L'ETANG DU RENARD,013010,000000,203  RUE de la Nivelle  ,45004,45200,Amilly,,0,A
W451000543,,1999-10-30,,LES AMIS DE VILLEMANDEUR AVEC VOUS,LES AMIS DE VILLEMANDEUR AVEC VOUS,001010,000000,31  RUE Chambon  ,45338,45700,Villemandeur,,0,A
W451000544,,2006-04-29,,SYNDICAT DES COPROPRIETAIRES DE LA RESIDENCE LE FLORENCE,SYNDICAT DES COPROPRIETAIRES DE LA ...,014000,032520,6  RUE des 3 Rois  ,45115,45320,Courtenay,,0,A
W451000545,,1996-04-10,,L'USEP,L'USEP,011010,000000,Le Bourg  ,45165,45220,Gy-les-Nonains,,0,A
W451000547,,1993-03-31,,LES RETRAITES DE MONTCORBON,LES RETRAITES DE MONTCORBON,020000,019000,Mairie  ,45129,45220,Montcorbon,,0,A
W451000548,,,,ALLIANCE MUSICALE DE MONTARGIS,ALLIANCE MUSICALE DE MONTARGIS,006030,000000,7  RUE Gambetta  ,45208,45200,Montargis,,0,A
W451000549,,,,ASSOCIATION POUR L'INSERTION DES JEUNES DE L'ARRONDISSEMENT DE MONTARGIS,ASSOCIATION POUR L'INSERTION DES J...,020000,000000,31  AV Chautemps  ,45208,45200,Montargis,,0,A
W451000550,,1989-08-23,,ASSOCIATION POUR L'AVENIR DU GATINAIS ET DE SES HABITANTS,APAGEH,014000,000000,110  RTE de Paucourt  ,45004,45200,Amilly,,0,A
W451000551,,1997-01-15,,ASSOCIATION DES JEUNES DE CEPOY - AJC,ASSOCIATION DES JEUNES DE CEPOY - AJC,009005,009035,Mairie  ,45061,45120,Cepoy,,0,A
W451000552,,1997-01-15,,COMITE DES FETES DE VILLEVOQUES,COMITE DES FETES DE VILLEVOQUES,009030,000000,1  RUE des Chaumerats  ,45343,45700,Villevoques,,0,A
W451000553,,2007-02-24,2018-07-01,ASSEC,ASSEC,020000,000000,La Grande Gastiere  ,45002,45230,Aillant-sur-Milleron,,0,D
W451000554,,,2009-09-04,ART UP COMPAGNIE,ART UP COMPAGNIE,006070,000000,4  ALL du Chateau Blanc  ,45208,45200,Montargis,,0,D
W451000555,,2008-09-13,,IMS,IMS,006000,000000,16  RUE de Coligny N°34  ,45208,45200,Montargis,,0,A
W451000556,,1986-06-18,,LA PALME CHALETTOISE,LA PALME CHALETTOISE,011095,000000,Maison des Associations 32  RUE Claude Debussy  ,45068,45120,Châlette-sur-Loing,,0,A
W451000557,,,,SYNDIC LE CLOS DES POLICETTES,SYNDIC LE CLOS DES POLICETTES,023000,000000,3  RTE de Chatillon  ,45210,45230,Montbouy,,0,S
W451000558,,2008-09-13,,SYNDIC LE CLOS DES POLICETTES,SYNDIC LE CLOS DES POLICETTES,010022,000000,3  RTE de Chatillon  ,45210,45230,Montbouy,,0,A
W451000559,,2001-06-16,,BOWLING AMILLY CLUB,BOWLING AMILLY CLUB,011000,000000,16  RUE Victor Farnault  ,45104,45120,Corquilleroy,,0,A
W451000560,,1973-04-13,,A.D.A.P.A. CANTON DE COURTENAY,...,019000,000000,22   PL Honoré Combe  ,45115,45320,Courtenay,,0,A
W451000561,,1921-11-13,,OFFICE DE TOURISME DE L'AGGLOMERATION MONTARGOISE ET RIVES DU LOING,OFFICE DE TOURISME DE L'AGGLOMERAT...,034240,000000,35  RUE Renée de France  ,45208,45200,Montargis,www.tourisme-montargis.fr,0,A
W451000562,,1978-12-03,,COMITE DES FETES,COMITE DES FETES,009030,000000,Mairie  ,45150,45270,Fréville-du-Gâtinais,,0,A
W451000563,,1986-06-25,,ECHIQUIERS BERRY-SOLOGNE,ECHIQUIERS BERRY-SOLOGNE,007005,000000,3  RUE Paulin Enfert  ,45155,45500,Gien,,0,A
W451000564,,2008-09-13,,LES PETITS DIABLOTINS,LES PETITS DIABLOTINS,007080,000000,1   RUE Parmentier  ,45127,45680,Dordives,,0,A
W451000565,,2008-09-13,2021-01-14,LA RONCIERE,LA RONCIERE,007080,000000,28  IMP des Fosse Paumeton  ,45078,45270,Chapelon,,0,D
W451000566,,2008-09-13,,COULEURS,COULEURS,006020,000000,1   PL de l'Eglise  ,45096,45290,Les   Choux,,0,A
W451000567,,2007-02-03,,EGLISE EVANGELIQUE,EGLISE EVANGELIQUE,040000,000000,14  RUE du Cheval Blanc  ,45053,45250,Briare,,0,A
W451000568,,2008-09-13,,LOS PIMIENTOS,LOS PIMIENTOS,006100,000000,2   CHEM1 du Moulin Drouet  ,45229,45290,Nogent-sur-Vernisson,,0,A
W451000569,,1936-08-06,2019-02-26,OFFICE DE TOURISME DE CHATILLON-COLIGNY ET SAINTE- GENEVIEVE-DES- BOIS,OFFICE DE TOURISME DE CHATILLON-COL...,034240,000000,Mairie  ,45085,45230,Châtillon-Coligny,,0,D
W451000570,,2008-09-13,,APPL EDITION & DOCUMENTATION,APPL EDITION & DOCUMENTATION,006010,000000,36   RUE Desnouettes  ,75115,75015,Paris,,0,A
W451000571,,2008-09-20,,CLUB LES MILLE PATTES,CLUB LES MILLE PATTES,011180,000000,19  ALL des Bézards  ,45036,45290,Boismorand,,0,A
W451000572,,2005-11-19,,ASSOCIATION DE DEFENSE DE L'ENVIRONNEMENT DE LA COUR MARIGNY - ADELY,ASSOCIATION DE DEFENSE DE L'ENVIRO...,024000,000000,La peronniere  ,45112,45260,La    Cour-Marigny,,0,A
W451000573,,2008-12-06,,COWBOY COUNTRY 45,COWBOY COUNTRY 45,006040,000000,12  RUE de Verdun  ,45229,45290,Nogent-sur-Vernisson,,0,A
